step,obj_values,accepted
79,566.616773,false
79,590.752685,false
79,555.339929,false
79,590.752685,false
79,590.752685,false
80,590.752685,false
80,590.752685,false
80,590.752685,false
80,537.105934,true
80,590.752685,false
80,537.105934,true
80,566.616773,false
80,555.339929,false
80,550.93424,false
80,537.105934,true
80,566.616773,false
80,590.752685,false
80,550.93424,false
80,555.339929,false
81,590.752685,false
81,566.616773,false
81,590.752685,false
81,555.339929,false
81,566.616773,false
81,590.752685,false
81,555.339929,false
81,590.752685,false
81,555.339929,false
81,537.105934,true
81,537.105934,true
81,590.752685,false
81,590.752685,false
82,537.105934,true
82,555.339929,false
82,590.752685,false
82,550.93424,false
82,590.752685,false
82,590.752685,false
82,537.105934,true
82,550.93424,false
82,590.752685,false
82,590.752685,false
82,555.339929,false
82,537.105934,true
82,550.93424,false
82,555.339929,false
82,555.339929,false
82,590.752685,false
82,590.752685,false
82,590.752685,false
83,590.752685,false
83,566.616773,false
83,537.105934,true
83,537.105934,true
83,590.752685,false
83,590.752685,false
83,555.339929,false
83,555.339929,false
83,550.93424,false
83,590.752685,false
83,590.752685,false
83,550.93424,false
83,566.616773,false
83,555.339929,false
83,566.616773,false
83,590.752685,false
83,590.752685,false
83,537.105934,true
84,590.752685,false
84,590.752685,false
84,590.752685,false
84,590.752685,false
84,537.105934,true
84,537.105934,true
84,537.105934,true
84,550.93424,false
84,590.752685,false
84,550.93424,false
84,550.93424,false
84,590.752685,false
84,550.93424,false
85,590.752685,false
85,550.93424,false
85,566.616773,false
85,555.339929,false
85,590.752685,false
85,555.339929,false
85,590.752685,false
85,550.93424,false
85,590.752685,false
85,590.752685,false
85,550.93424,false
85,566.616773,false
85,550.93424,false
85,590.752685,false
86,555.339929,false
86,550.93424,false
86,555.339929,false
86,555.339929,false
86,590.752685,false
86,555.339929,false
86,590.752685,false
86,590.752685,false
86,590.752685,false
86,550.93424,false
86,555.339929,false
86,566.616773,false
86,566.616773,false
86,550.93424,false
86,566.616773,false
87,566.616773,false
87,590.752685,false
87,555.339929,false
87,537.105934,true
87,550.93424,false
87,590.752685,false
87,590.752685,false
87,537.105934,true
87,590.752685,false
87,550.93424,false
87,550.93424,false
87,555.339929,false
87,590.752685,false
87,590.752685,false
87,566.616773,false
88,550.93424,false
88,566.616773,false
88,566.616773,false
88,555.339929,false
88,590.752685,false
88,566.616773,false
88,590.752685,false
88,550.93424,false
88,550.93424,false
88,590.752685,false
88,566.616773,false
88,566.616773,false
88,590.752685,false
88,550.93424,false
88,590.752685,false
88,590.752685,false
88,550.93424,false
