ISSD,CHID,alt,Price,PT,Rideshare,Ebike,Addon,Unnamed: 0,ID,Choice,Age,Gender,Household,Education,Employment,WFH,Income,Follow-up,Residential,Technology,Disability,Driving,Bike,Scooter,Multimode,Public_Transit,D_walk,D_car,D_bike,Long_w_trips,Long_r_trips,Long_s_trips,PT_averse,Somerset,Lockyer_Valley,Scenic_Rim,Noosa,Redland,Toowoomba,Ipswich,Sunshine_coast,Logan,Moreton_bay,Gold_coast,Brisbane,LGA_1,LGA_2,LGA_3,Age_1,Age_2,Age_3,Live_alone,Live_housemate,Fam_nokid,Fam_kid,Fam_singl,Full_time,Part_time,Casual,Home_duties,Unemployed,Full_student,Part_student,Retired,Income_1,Income_2,Income_3,MaaS_1,MaaS_2,MaaS_3,MaaS_4,av_1,av_2,av_3,av_4,CHOICE
6198,2,3,25,0,0,1,1,1549,517,3,2,0,0,4,0,5,7,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6199,2,4,0,0,0,0,0,1549,517,3,2,0,0,4,0,5,7,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6200,3,1,60,2,1,3,3,1550,517,2,2,0,0,4,0,5,7,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6201,3,2,55,4,3,0,0,1550,517,2,2,0,0,4,0,5,7,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6202,3,3,30,3,0,0,1,1550,517,2,2,0,0,4,0,5,7,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6203,3,4,0,0,0,0,0,1550,517,2,2,0,0,4,0,5,7,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6204,1,1,50,3,1,1,3,1551,518,3,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6205,1,2,50,1,3,0,0,1551,518,3,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6206,1,3,75,4,3,2,1,1551,518,3,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
6207,1,4,0,0,0,0,0,1551,518,3,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6208,2,1,60,0,2,3,0,1552,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6209,2,2,30,2,0,0,2,1552,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
6210,2,3,35,0,0,3,0,1552,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6211,2,4,0,0,0,0,0,1552,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6212,3,1,75,3,2,2,2,1553,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6213,3,2,45,1,1,1,1,1553,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
6214,3,3,50,4,0,2,3,1553,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6215,3,4,0,0,0,0,0,1553,518,2,1,0,0,1,0,5,1,0,8,3,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
6216,1,1,50,1,2,0,1,1554,519,3,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6217,1,2,40,3,0,1,3,1554,519,3,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6218,1,3,55,2,2,0,3,1554,519,3,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6219,1,4,0,0,0,0,0,1554,519,3,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6220,2,1,50,3,1,1,0,1555,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6221,2,2,45,1,0,3,2,1555,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6222,2,3,45,0,1,2,2,1555,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6223,2,4,0,0,0,0,0,1555,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6224,3,1,50,0,3,1,1,1556,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6225,3,2,75,4,3,2,1,1556,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6226,3,3,75,2,3,3,0,1556,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6227,3,4,0,0,0,0,0,1556,519,2,1,0,3,6,0,3,8,1,7,4,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6228,1,1,35,1,0,1,2,1557,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6229,1,2,60,3,1,3,0,1557,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6230,1,3,65,4,3,1,3,1557,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6231,1,4,0,0,0,0,0,1557,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6232,2,1,60,0,3,2,0,1558,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6233,2,2,15,0,0,0,2,1558,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6234,2,3,75,2,2,3,1,1558,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6235,2,4,0,0,0,0,0,1558,520,2,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6236,3,1,50,1,2,0,1,1559,520,3,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6237,3,2,75,3,3,2,2,1559,520,3,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6238,3,3,40,2,1,0,3,1559,520,3,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
6239,3,4,0,0,0,0,0,1559,520,3,0,0,0,2,4,0,8,1,11,3,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
6240,1,1,75,4,3,2,1,1560,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6241,1,2,75,2,2,3,2,1560,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6242,1,3,25,0,0,1,2,1560,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6243,1,4,0,0,0,0,0,1560,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6244,2,1,40,3,1,0,0,1561,521,2,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6245,2,2,35,0,1,1,2,1561,521,2,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6246,2,3,55,4,3,0,3,1561,521,2,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6247,2,4,0,0,0,0,0,1561,521,2,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6248,3,1,70,1,2,2,0,1562,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6249,3,2,60,2,1,3,1,1562,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6250,3,3,35,1,0,1,3,1562,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6251,3,4,0,0,0,0,0,1562,521,3,1,0,0,6,1,5,2,1,11,4,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6252,1,1,60,2,1,3,0,1563,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6253,1,2,75,3,2,3,3,1563,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6254,1,3,60,1,3,1,2,1563,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6255,1,4,0,0,0,0,0,1563,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
6256,2,1,60,1,2,1,2,1564,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6257,2,2,40,0,3,0,3,1564,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6258,2,3,50,3,0,3,1,1564,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6259,2,4,0,0,0,0,0,1564,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
6260,3,1,60,4,1,2,1,1565,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6261,3,2,40,0,3,0,3,1565,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6262,3,3,50,2,0,2,0,1565,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
6263,3,4,0,0,0,0,0,1565,522,4,3,0,2,3,7,0,1,0,4,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
6264,1,1,35,0,0,3,2,1566,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6265,1,2,50,3,0,2,3,1566,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6266,1,3,30,2,0,0,2,1566,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6267,1,4,0,0,0,0,0,1566,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6268,2,1,55,2,3,0,0,1567,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6269,2,2,50,4,1,1,1,1567,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6270,2,3,60,1,2,1,0,1567,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6271,2,4,0,0,0,0,0,1567,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6272,3,1,75,3,3,3,1,1568,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6273,3,2,75,4,2,2,1,1568,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6274,3,3,55,1,1,2,3,1568,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6275,3,4,0,0,0,0,0,1568,523,4,3,0,3,0,1,0,3,0,10,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6276,1,1,55,2,2,0,2,1569,524,1,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6277,1,2,55,2,3,0,2,1569,524,1,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6278,1,3,70,1,2,2,1,1569,524,1,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6279,1,4,0,0,0,0,0,1569,524,1,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6280,2,1,35,0,1,1,3,1570,524,4,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6281,2,2,50,3,0,2,0,1570,524,4,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6282,2,3,35,1,0,1,1,1570,524,4,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
6283,2,4,0,0,0,0,0,1570,524,4,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
6284,3,1,65,4,3,1,0,1571,524,4,1,0,3,4,0,0,4,0,10,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
