csn,Scenario,Choice_,RECRE,PRICE,CF,CF_car,CF_stay,CF_pt,CF_age,CF_male,CF_income,CF_child,CF_bike,BIKELANE,BIKESEP,DIST6,DIST3,FREQ_HIGHER,FREQ_HIGHEST,UNGUARDED,GUARDED,ID_1
425,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
426,1,1,1,5,1,0,1,5,26,0,2,1,1,0,1,0,0,1,0,0,1,39
426,2,0,1,3,1,0,1,5,26,0,2,1,1,1,0,0,1,1,0,0,1,39
426,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
427,1,1,3,4,1,0,1,5,26,0,2,1,1,0,0,1,0,1,0,0,1,39
427,2,0,2,6,1,0,1,5,26,0,2,1,1,1,0,0,0,0,1,0,0,39
427,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
428,1,1,2,2,1,0,1,5,26,0,2,1,1,0,1,0,1,1,0,0,1,39
428,2,0,3,2,1,0,1,5,26,0,2,1,1,0,1,0,0,0,0,0,0,39
428,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
429,1,0,3,4,1,0,1,5,26,0,2,1,1,1,0,0,1,0,1,1,0,39
429,2,1,2,1,1,0,1,5,26,0,2,1,1,0,1,1,0,0,0,0,0,39
429,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
430,1,0,2,6,1,0,1,5,26,0,2,1,1,0,1,0,0,0,1,1,0,39
430,2,1,3,4,1,0,1,5,26,0,2,1,1,0,1,0,1,1,0,1,0,39
430,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
431,1,1,1,1,1,0,1,5,26,0,2,1,1,1,0,1,0,0,1,1,0,39
431,2,0,1,3,1,0,1,5,26,0,2,1,1,0,0,0,1,0,1,1,0,39
431,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
432,1,0,2,6,1,0,1,5,26,0,2,1,1,0,0,1,0,0,0,0,0,39
432,2,1,3,2,1,0,1,5,26,0,2,1,1,0,0,0,0,0,1,1,0,39
432,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
433,1,1,1,5,1,0,1,4,22,0,1,1,1,1,0,0,1,0,0,0,0,40
433,2,0,1,5,1,0,1,4,22,0,1,1,1,0,0,1,0,0,0,0,1,40
433,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
434,1,0,3,3,1,0,1,4,22,0,1,1,1,0,0,0,0,0,0,0,0,40
434,2,1,2,1,1,0,1,4,22,0,1,1,1,1,0,1,0,1,0,0,1,40
434,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
435,1,1,1,5,1,0,1,4,22,0,1,1,1,0,1,0,0,1,0,0,1,40
435,2,0,1,3,1,0,1,4,22,0,1,1,1,1,0,0,1,1,0,0,1,40
435,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
436,1,0,3,4,1,0,1,4,22,0,1,1,1,0,0,1,0,1,0,0,1,40
436,2,1,2,6,1,0,1,4,22,0,1,1,1,1,0,0,0,0,1,0,0,40
436,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
437,1,1,2,2,1,0,1,4,22,0,1,1,1,0,1,0,1,1,0,0,1,40
437,2,0,3,2,1,0,1,4,22,0,1,1,1,0,1,0,0,0,0,0,0,40
437,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
438,1,1,3,4,1,0,1,4,22,0,1,1,1,1,0,0,1,0,1,1,0,40
438,2,0,2,1,1,0,1,4,22,0,1,1,1,0,1,1,0,0,0,0,0,40
438,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
439,1,0,2,6,1,0,1,4,22,0,1,1,1,0,1,0,0,0,1,1,0,40
439,2,1,3,4,1,0,1,4,22,0,1,1,1,0,1,0,1,1,0,1,0,40
439,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
440,1,1,1,1,1,0,1,4,22,0,1,1,1,1,0,1,0,0,1,1,0,40
440,2,0,1,3,1,0,1,4,22,0,1,1,1,0,0,0,1,0,1,1,0,40
440,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
441,1,0,2,6,1,0,1,4,22,0,1,1,1,0,0,1,0,0,0,0,0,40
441,2,1,3,2,1,0,1,4,22,0,1,1,1,0,0,0,0,0,1,1,0,40
441,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
442,1,1,3,5,1,0,0,4,21,1,1,1,1,0,1,0,1,0,0,1,0,41
442,2,0,2,5,1,0,0,4,21,1,1,1,1,1,0,0,1,0,1,1,0,41
442,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
443,1,0,1,3,1,0,0,4,21,1,1,1,1,0,1,1,0,0,0,0,1,41
443,2,1,2,3,1,0,0,4,21,1,1,1,1,0,1,1,0,0,0,1,0,41
443,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
444,1,1,3,2,1,0,0,4,21,1,1,1,1,0,0,1,0,1,0,0,0,41
444,2,0,1,4,1,0,0,4,21,1,1,1,1,0,1,0,1,0,0,1,0,41
444,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
445,1,1,2,4,1,0,0,4,21,1,1,1,1,1,0,1,0,1,0,0,0,41
445,2,0,3,6,1,0,0,4,21,1,1,1,1,0,1,1,0,1,0,0,1,41
445,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
446,1,1,3,2,1,0,0,4,21,1,1,1,1,1,0,0,0,1,0,1,0,41
446,2,0,3,1,1,0,0,4,21,1,1,1,1,0,0,0,0,0,1,0,1,41
446,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
447,1,1,2,1,1,0,0,4,21,1,1,1,1,0,1,0,0,0,1,0,1,41
447,2,0,2,5,1,0,0,4,21,1,1,1,1,0,0,1,0,0,1,0,1,41
447,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
448,1,0,1,6,1,0,0,4,21,1,1,1,1,0,0,0,0,0,1,0,1,41
448,2,1,1,4,1,0,0,4,21,1,1,1,1,0,0,0,0,0,0,0,0,41
448,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
449,1,1,2,1,1,0,0,4,21,1,1,1,1,0,0,0,1,0,1,0,0,41
449,2,0,1,2,1,0,0,4,21,1,1,1,1,1,0,0,1,1,0,0,0,41
449,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
450,1,1,1,3,1,0,0,4,21,1,1,1,1,1,0,0,1,0,0,1,0,41
450,2,0,3,6,1,0,0,4,21,1,1,1,1,1,0,0,0,1,0,0,0,41
450,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
451,1,1,2,3,1,0,0,5,21,0,1,2,1,1,0,0,1,1,0,0,1,42
451,2,0,1,4,1,0,0,5,21,0,1,2,1,1,0,1,0,0,1,1,0,42
451,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
452,1,1,3,6,1,0,0,5,21,0,1,2,1,0,1,1,0,1,0,1,0,42
452,2,0,1,5,1,0,0,5,21,0,1,2,1,0,0,1,0,1,0,0,0,42
452,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
453,1,0,2,3,1,0,0,5,21,0,1,2,1,0,0,0,1,1,0,1,0,42
453,2,1,2,3,1,0,0,5,21,0,1,2,1,0,0,0,1,0,0,0,1,42
453,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
454,1,0,1,2,1,0,0,5,21,0,1,2,1,0,0,1,0,0,1,1,0,42
454,2,1,2,5,1,0,0,5,21,0,1,2,1,0,1,0,0,1,0,0,1,42
454,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
455,1,1,2,5,1,0,0,5,21,0,1,2,1,1,0,0,0,0,1,0,0,42
455,2,0,2,6,1,0,0,5,21,0,1,2,1,1,0,0,0,0,0,1,0,42
455,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
456,1,1,1,2,1,0,0,5,21,0,1,2,1,0,1,1,0,0,1,0,0,42
456,2,0,3,1,1,0,0,5,21,0,1,2,1,1,0,1,0,0,1,0,0,42
456,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
457,1,1,3,1,1,0,0,5,21,0,1,2,1,0,1,0,0,0,0,0,0,42
457,2,0,3,6,1,0,0,5,21,0,1,2,1,0,0,0,1,0,0,0,0,42
457,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
458,1,0,1,4,1,0,0,5,21,0,1,2,1,0,0,0,1,0,0,0,1,42
458,2,1,3,4,1,0,0,5,21,0,1,2,1,0,1,0,1,0,1,0,1,42
458,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
459,1,0,3,1,1,0,0,5,21,0,1,2,1,1,0,0,0,0,0,0,1,42
459,2,1,1,2,1,0,0,5,21,0,1,2,1,0,1,0,0,1,0,1,0,42
459,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
460,1,0,2,5,1,0,0,4,24,0,1,1,1,1,0,1,0,0,0,0,1,43
460,2,1,2,1,1,0,0,4,24,0,1,1,1,0,0,0,1,1,0,0,0,43
460,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
461,1,0,2,5,1,0,0,4,24,0,1,1,1,0,0,0,0,0,0,1,0,43
461,2,1,1,3,1,0,0,4,24,0,1,1,1,0,1,1,0,0,1,0,0,43
461,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
462,1,1,1,3,1,0,0,4,24,0,1,1,1,1,0,0,0,1,0,0,0,43
462,2,0,2,5,1,0,0,4,24,0,1,1,1,0,1,0,1,0,1,0,0,43
462,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
463,1,0,1,4,1,0,0,4,24,0,1,1,1,0,0,0,0,1,0,1,0,43
463,2,0,3,2,1,0,0,4,24,0,1,1,1,1,0,1,0,0,0,1,0,43
463,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
464,1,1,1,4,1,0,0,4,24,0,1,1,1,0,1,0,1,1,0,0,0,43
464,2,0,2,1,1,0,0,4,24,0,1,1,1,0,0,0,0,1,0,1,0,43
464,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
465,1,1,3,2,1,0,0,4,24,0,1,1,1,0,0,0,1,0,1,0,1,43
465,2,0,3,6,1,0,0,4,24,0,1,1,1,0,0,1,0,1,0,1,0,43
465,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
466,1,1,3,6,1,0,0,4,24,0,1,1,1,0,1,0,1,0,1,0,0,43
466,2,0,1,3,1,0,0,4,24,0,1,1,1,0,1,0,0,0,1,0,1,43
466,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
467,1,0,3,6,1,0,0,4,24,0,1,1,1,1,0,1,0,0,1,0,1,43
467,2,1,3,2,1,0,0,4,24,0,1,1,1,1,0,0,1,0,0,0,1,43
467,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
468,1,1,2,1,1,0,0,4,24,0,1,1,1,0,1,1,0,0,0,1,0,43
468,2,0,1,4,1,0,0,4,24,0,1,1,1,1,0,0,0,0,0,0,1,43
468,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
469,1,1,2,3,1,0,1,3,23,0,2,1,1,1,0,0,1,1,0,0,1,44
469,2,0,1,4,1,0,1,3,23,0,2,1,1,1,0,1,0,0,1,1,0,44
469,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
470,1,1,3,6,1,0,1,3,23,0,2,1,1,0,1,1,0,1,0,1,0,44
470,2,0,1,5,1,0,1,3,23,0,2,1,1,0,0,1,0,1,0,0,0,44
470,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
471,1,0,2,3,1,0,1,3,23,0,2,1,1,0,0,0,1,1,0,1,0,44
471,2,1,2,3,1,0,1,3,23,0,2,1,1,0,0,0,1,0,0,0,1,44
471,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
472,1,0,1,2,1,0,1,3,23,0,2,1,1,0,0,1,0,0,1,1,0,44
472,2,1,2,5,1,0,1,3,23,0,2,1,1,0,1,0,0,1,0,0,1,44
472,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
473,1,0,2,5,1,0,1,3,23,0,2,1,1,1,0,0,0,0,1,0,0,44
473,2,1,2,6,1,0,1,3,23,0,2,1,1,1,0,0,0,0,0,1,0,44
473,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
474,1,0,1,2,1,0,1,3,23,0,2,1,1,0,1,1,0,0,1,0,0,44
474,2,1,3,1,1,0,1,3,23,0,2,1,1,1,0,1,0,0,1,0,0,44
474,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
475,1,1,3,1,1,0,1,3,23,0,2,1,1,0,1,0,0,0,0,0,0,44
475,2,0,3,6,1,0,1,3,23,0,2,1,1,0,0,0,1,0,0,0,0,44
475,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
476,1,0,1,4,1,0,1,3,23,0,2,1,1,0,0,0,1,0,0,0,1,44
476,2,1,3,4,1,0,1,3,23,0,2,1,1,0,1,0,1,0,1,0,1,44
476,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
477,1,1,3,1,1,0,1,3,23,0,2,1,1,1,0,0,0,0,0,0,1,44
477,2,0,1,2,1,0,1,3,23,0,2,1,1,0,1,0,0,1,0,1,0,44
477,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
478,1,1,3,5,1,0,0,2,23,0,1,1,1,0,1,0,1,0,0,1,0,45
478,2,0,2,5,1,0,0,2,23,0,1,1,1,1,0,0,1,0,1,1,0,45
478,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
479,1,0,1,3,1,0,0,2,23,0,1,1,1,0,1,1,0,0,0,0,1,45
479,2,1,2,3,1,0,0,2,23,0,1,1,1,0,1,1,0,0,0,1,0,45
479,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
480,1,1,3,2,1,0,0,2,23,0,1,1,1,0,0,1,0,1,0,0,0,45
480,2,0,1,4,1,0,0,2,23,0,1,1,1,0,1,0,1,0,0,1,0,45
480,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
481,1,1,2,4,1,0,0,2,23,0,1,1,1,1,0,1,0,1,0,0,0,45
481,2,0,3,6,1,0,0,2,23,0,1,1,1,0,1,1,0,1,0,0,1,45
481,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
482,1,0,3,2,1,0,0,2,23,0,1,1,1,1,0,0,0,1,0,1,0,45
482,2,1,3,1,1,0,0,2,23,0,1,1,1,0,0,0,0,0,1,0,1,45
482,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
483,1,1,2,1,1,0,0,2,23,0,1,1,1,0,1,0,0,0,1,0,1,45
483,2,0,2,5,1,0,0,2,23,0,1,1,1,0,0,1,0,0,1,0,1,45
483,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
484,1,0,1,6,1,0,0,2,23,0,1,1,1,0,0,0,0,0,1,0,1,45
484,2,1,1,4,1,0,0,2,23,0,1,1,1,0,0,0,0,0,0,0,0,45
484,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
485,1,0,2,1,1,0,0,2,23,0,1,1,1,0,0,0,1,0,1,0,0,45
485,2,1,1,2,1,0,0,2,23,0,1,1,1,1,0,0,1,1,0,0,0,45
485,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
486,1,1,1,3,1,0,0,2,23,0,1,1,1,1,0,0,1,0,0,1,0,45
486,2,0,3,6,1,0,0,2,23,0,1,1,1,1,0,0,0,1,0,0,0,45
486,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
487,1,1,3,5,1,0,1,5,28,0,1,1,1,0,1,0,1,0,0,1,0,46
487,2,0,2,5,1,0,1,5,28,0,1,1,1,1,0,0,1,0,1,1,0,46
487,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
488,1,0,1,3,1,0,1,5,28,0,1,1,1,0,1,1,0,0,0,0,1,46
488,2,1,2,3,1,0,1,5,28,0,1,1,1,0,1,1,0,0,0,1,0,46
488,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
489,1,0,3,2,1,0,1,5,28,0,1,1,1,0,0,1,0,1,0,0,0,46
489,2,1,1,4,1,0,1,5,28,0,1,1,1,0,1,0,1,0,0,1,0,46
489,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
490,1,0,2,4,1,0,1,5,28,0,1,1,1,1,0,1,0,1,0,0,0,46
490,2,1,3,6,1,0,1,5,28,0,1,1,1,0,1,1,0,1,0,0,1,46
490,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
491,1,1,3,2,1,0,1,5,28,0,1,1,1,1,0,0,0,1,0,1,0,46
491,2,0,3,1,1,0,1,5,28,0,1,1,1,0,0,0,0,0,1,0,1,46
491,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
492,1,1,2,1,1,0,1,5,28,0,1,1,1,0,1,0,0,0,1,0,1,46
492,2,0,2,5,1,0,1,5,28,0,1,1,1,0,0,1,0,0,1,0,1,46
492,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
493,1,0,1,6,1,0,1,5,28,0,1,1,1,0,0,0,0,0,1,0,1,46
493,2,1,1,4,1,0,1,5,28,0,1,1,1,0,0,0,0,0,0,0,0,46
493,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
494,1,0,2,1,1,0,1,5,28,0,1,1,1,0,0,0,1,0,1,0,0,46
494,2,1,1,2,1,0,1,5,28,0,1,1,1,1,0,0,1,1,0,0,0,46
494,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
495,1,1,1,3,1,0,1,5,28,0,1,1,1,1,0,0,1,0,0,1,0,46
495,2,0,3,6,1,0,1,5,28,0,1,1,1,1,0,0,0,1,0,0,0,46
495,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
496,1,0,2,5,1,0,1,5,22,0,1,1,1,1,0,1,0,0,0,0,1,47
496,2,1,2,1,1,0,1,5,22,0,1,1,1,0,0,0,1,1,0,0,0,47
496,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
497,1,0,2,5,1,0,1,5,22,0,1,1,1,0,0,0,0,0,0,1,0,47
497,2,1,1,3,1,0,1,5,22,0,1,1,1,0,1,1,0,0,1,0,0,47
497,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
498,1,1,1,3,1,0,1,5,22,0,1,1,1,1,0,0,0,1,0,0,0,47
498,2,0,2,5,1,0,1,5,22,0,1,1,1,0,1,0,1,0,1,0,0,47
498,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
499,1,0,1,4,1,0,1,5,22,0,1,1,1,0,0,0,0,1,0,1,0,47
499,2,1,3,2,1,0,1,5,22,0,1,1,1,1,0,1,0,0,0,1,0,47
499,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
500,1,0,1,4,1,0,1,5,22,0,1,1,1,0,1,0,1,1,0,0,0,47
500,2,1,2,1,1,0,1,5,22,0,1,1,1,0,0,0,0,1,0,1,0,47
500,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
501,1,1,3,2,1,0,1,5,22,0,1,1,1,0,0,0,1,0,1,0,1,47
501,2,0,3,6,1,0,1,5,22,0,1,1,1,0,0,1,0,1,0,1,0,47
501,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
502,1,0,3,6,1,0,1,5,22,0,1,1,1,0,1,0,1,0,1,0,0,47
502,2,1,1,3,1,0,1,5,22,0,1,1,1,0,1,0,0,0,1,0,1,47
502,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
503,1,0,3,6,1,0,1,5,22,0,1,1,1,1,0,1,0,0,1,0,1,47
503,2,1,3,2,1,0,1,5,22,0,1,1,1,1,0,0,1,0,0,0,1,47
503,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
504,1,1,2,1,1,0,1,5,22,0,1,1,1,0,1,1,0,0,0,1,0,47
504,2,0,1,4,1,0,1,5,22,0,1,1,1,1,0,0,0,0,0,0,1,47
504,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
505,1,1,3,5,1,0,1,5,22,0,2,1,1,0,1,0,1,0,0,1,0,48
505,2,0,2,5,1,0,1,5,22,0,2,1,1,1,0,0,1,0,1,1,0,48
505,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
506,1,0,1,3,1,0,1,5,22,0,2,1,1,0,1,1,0,0,0,0,1,48
506,2,1,2,3,1,0,1,5,22,0,2,1,1,0,1,1,0,0,0,1,0,48
506,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
507,1,0,3,2,1,0,1,5,22,0,2,1,1,0,0,1,0,1,0,0,0,48
507,2,1,1,4,1,0,1,5,22,0,2,1,1,0,1,0,1,0,0,1,0,48
507,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
508,1,0,2,4,1,0,1,5,22,0,2,1,1,1,0,1,0,1,0,0,0,48
508,2,1,3,6,1,0,1,5,22,0,2,1,1,0,1,1,0,1,0,0,1,48
508,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
509,1,1,3,2,1,0,1,5,22,0,2,1,1,1,0,0,0,1,0,1,0,48
509,2,0,3,1,1,0,1,5,22,0,2,1,1,0,0,0,0,0,1,0,1,48
509,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
510,1,1,2,1,1,0,1,5,22,0,2,1,1,0,1,0,0,0,1,0,1,48
510,2,0,2,5,1,0,1,5,22,0,2,1,1,0,0,1,0,0,1,0,1,48
510,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
511,1,0,1,6,1,0,1,5,22,0,2,1,1,0,0,0,0,0,1,0,1,48
511,2,1,1,4,1,0,1,5,22,0,2,1,1,0,0,0,0,0,0,0,0,48
511,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
512,1,0,2,1,1,0,1,5,22,0,2,1,1,0,0,0,1,0,1,0,0,48
512,2,1,1,2,1,0,1,5,22,0,2,1,1,1,0,0,1,1,0,0,0,48
512,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
513,1,0,1,3,1,0,1,5,22,0,2,1,1,1,0,0,1,0,0,1,0,48
513,2,1,3,6,1,0,1,5,22,0,2,1,1,1,0,0,0,1,0,0,0,48
513,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
514,1,1,3,5,1,0,1,3,30,1,2,1,1,0,1,0,1,0,0,1,0,49
514,2,0,2,5,1,0,1,3,30,1,2,1,1,1,0,0,1,0,1,1,0,49
514,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
515,1,0,1,3,1,0,1,3,30,1,2,1,1,0,1,1,0,0,0,0,1,49
515,2,1,2,3,1,0,1,3,30,1,2,1,1,0,1,1,0,0,0,1,0,49
515,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
516,1,1,3,2,1,0,1,3,30,1,2,1,1,0,0,1,0,1,0,0,0,49
516,2,0,1,4,1,0,1,3,30,1,2,1,1,0,1,0,1,0,0,1,0,49
516,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
517,1,1,2,4,1,0,1,3,30,1,2,1,1,1,0,1,0,1,0,0,0,49
517,2,0,3,6,1,0,1,3,30,1,2,1,1,0,1,1,0,1,0,0,1,49
517,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
518,1,0,3,2,1,0,1,3,30,1,2,1,1,1,0,0,0,1,0,1,0,49
518,2,1,3,1,1,0,1,3,30,1,2,1,1,0,0,0,0,0,1,0,1,49
518,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
519,1,1,2,1,1,0,1,3,30,1,2,1,1,0,1,0,0,0,1,0,1,49
519,2,0,2,5,1,0,1,3,30,1,2,1,1,0,0,1,0,0,1,0,1,49
519,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
520,1,0,1,6,1,0,1,3,30,1,2,1,1,0,0,0,0,0,1,0,1,49
520,2,1,1,4,1,0,1,3,30,1,2,1,1,0,0,0,0,0,0,0,0,49
520,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
521,1,1,2,1,1,0,1,3,30,1,2,1,1,0,0,0,1,0,1,0,0,49
521,2,0,1,2,1,0,1,3,30,1,2,1,1,1,0,0,1,1,0,0,0,49
521,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
522,1,1,1,3,1,0,1,3,30,1,2,1,1,1,0,0,1,0,0,1,0,49
522,2,0,3,6,1,0,1,3,30,1,2,1,1,1,0,0,0,1,0,0,0,49
522,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
523,1,1,1,5,1,1,0,4,20,1,1,2,1,1,0,0,1,0,0,0,0,50
523,2,0,1,5,1,1,0,4,20,1,1,2,1,0,0,1,0,0,0,0,1,50
523,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
524,1,1,3,3,1,1,0,4,20,1,1,2,1,0,0,0,0,0,0,0,0,50
524,2,0,2,1,1,1,0,4,20,1,1,2,1,1,0,1,0,1,0,0,1,50
524,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
525,1,0,1,5,1,1,0,4,20,1,1,2,1,0,1,0,0,1,0,0,1,50
525,2,1,1,3,1,1,0,4,20,1,1,2,1,1,0,0,1,1,0,0,1,50
525,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
