id,nij,alt,altij,choice,choicet,ptatt,cardays,taxidc,taxi80,taxi200,taxi300,taxi400,bikem,bikemw,bike30,bike30w,bike60,bike60w,scotm,scotmw,scot30,scot30w,scot60,scot60w,carpool,rtinfo,aiinfo,credit,points,subfee,gender,agecont,agez,agey,agex,ageb,agesilt,age1824,age2534,age3544,age4554,age5564,age65p,highed,mided,lowed,std,stduni,stdsec,carlic,motlic,othlic,nolic,ccars,cmot,cbike,cebike,cescot,cmic,hhinc,inc1,inc500,inc1250,inc3000,hhsize,hh15,hh1518,hh18,alone,couple,haskids,livpar,livrel,livsha,maasawar,prefsub,prefpayg,interest,fwt,ptw,scholar,volunt,caret,ret,unemp,wfhdays,wfhusr,phoncom,phonunc,appnav,apptra,apppay,cardusr,digpay,aftpay,worktyp,shoptyp,walktyp,mictyp,pttyp,cartyp,multmod,ptcost,fuelcost,parkcost,tollcost,rhcost,miccosts,maincost,currcost,postcode,postcend,ptappusr,rhappusr,nvappusr,mcappusr,csappusr,pkappusr,noappusr,pgchoice,prefno1,prefno2,prefno3,prefno4,prefno5,prefno6,prefno7,prefno8,prefno9,prefno10,prefno11,prefno12,prefno13,prefno14,maxwtp,travneed,trvneed1,trvneed2,trvneed3,trvneed4,hhneed,variable
88,2,maas,2,1,1,1,0,0,0,0,0,0,0,30,0,1,0,0,0,30,0,1,0,0,0,0,0,0,0,70,1,25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,1,2,5,1375,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,30,250,125,125,75,75,125,680,4051,4051,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,680,1,25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,1,2,5,1375,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,30,250,125,125,75,75,125,680,4051,4051,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
89,2,maas,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,39,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,1,1,1,3,450,1,0,0,0,4,1,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,50,0,0,0,0,25,50,4030,4030,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
89,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,0,39,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,1,1,1,3,450,1,0,0,0,4,1,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,50,0,0,0,0,25,50,4030,4030,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
90,2,maas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,54,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1625,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,150,0,25,0,0,75,175,4301,4301,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,175,0,54,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1625,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,150,0,25,0,0,75,175,4301,4301,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
91,2,maas,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,67,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,725,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,50,0,0,0,0,75,50,4280,4280,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
91,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,1,67,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,725,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,50,0,0,0,0,75,50,4280,4280,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
92,2,maas,2,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,71,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1125,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,5,150,0,0,0,0,75,155,4226,4226,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
92,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,155,1,71,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1125,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,5,150,0,0,0,0,75,155,4226,4226,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
93,2,maas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,3,725,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,5,50,25,0,0,0,225,80,4510,4506,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,80,0,44,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,3,725,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,5,50,25,0,0,0,225,80,4510,4506,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
94,2,maas,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,75,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,3,850,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,5,50,0,0,0,0,25,55,4551,4551,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1
94,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,0,75,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,3,850,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,5,50,0,0,0,0,25,55,4551,4551,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2
95,2,maas,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,31,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,2,1,1,4,850,0,1,0,0,4,2,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,250,25,25,25,0,125,325,4501,4501,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1
95,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,325,0,31,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,2,1,1,4,850,0,1,0,0,4,2,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,250,25,25,25,0,125,325,4501,4501,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2
96,2,maas,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,73,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,1,1,1,3,450,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,30,0,0,0,25,0,0,55,4217,3181,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,1,73,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,1,1,1,3,450,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,30,0,0,0,25,0,0,55,4217,3181,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
97,2,maas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,30,1,41,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,1,2,6,3750,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,30,150,75,25,75,75,25,430,4172,4172,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1
97,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,430,1,41,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,1,2,6,3750,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,30,150,75,25,75,75,25,430,4172,4172,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2
98,2,maas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,0,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,3,2250,0,0,1,0,4,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,50,0,0,0,0,75,50,4510,4510,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
98,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,0,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,3,2250,0,0,1,0,4,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,50,0,0,0,0,75,50,4510,4510,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
99,2,maas,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,1,0,0,0,1,90,0,35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,2,2,2,2,2,6,1625,0,0,1,0,3,1,0,2,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,15,150,75,75,75,75,75,465,4123,4123,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
99,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,465,0,35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,2,2,2,2,2,6,1625,0,0,1,0,3,1,0,2,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,15,150,75,75,75,75,75,465,4123,4123,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
100,2,maas,2,1,1,0,0,80,1,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,2750,0,0,1,0,3,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,150,25,0,0,0,25,175,4000,4010,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,175,0,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,2750,0,0,1,0,3,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,150,25,0,0,0,25,175,4000,4010,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
101,2,maas,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,40,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,3,1,2,6,4750,0,0,0,1,6,0,1,5,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,50,250,25,75,25,0,125,425,4109,4118,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
101,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,425,1,40,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,3,1,2,6,4750,0,0,0,1,6,0,1,5,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,50,250,25,75,25,0,125,425,4109,4118,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
102,2,maas,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30,0,33,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1125,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,150,0,0,0,0,75,150,4130,4122,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1
102,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,150,0,33,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1125,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,150,0,0,0,0,75,150,4130,4122,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2
103,2,maas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,1,1,3,1125,0,1,0,0,3,0,0,3,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,50,0,0,0,0,0,50,4560,4570,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,1
103,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,1,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,1,1,3,1125,0,1,0,0,3,0,0,3,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,50,0,0,0,0,0,50,4560,4570,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,2
104,2,maas,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,70,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1875,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,50,0,0,0,0,125,50,4507,4507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
104,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,1,70,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1875,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,50,0,0,0,0,125,50,4507,4507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
105,2,maas,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,78,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1625,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,15,150,75,75,0,0,125,315,4159,4131,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
105,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,315,0,78,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1,1,3,1625,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,15,150,75,75,0,0,125,315,4159,4131,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
106,2,maas,2,0,0,1,5,80,1,0,0,0,0,30,0,1,0,0,0,30,0,1,0,0,1,1,0,1,1,370,1,54,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,5500,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,150,0,0,0,0,175,150,4280,4280,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1
106,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,150,1,54,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,5500,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,150,0,0,0,0,175,150,4280,4280,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,2
107,2,maas,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,1,1,1,1,3,3750,0,0,0,1,4,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,50,0,25,0,0,225,75,4179,4121,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
107,2,current,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,75,0,61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,1,1,1,1,3,3750,0,0,0,1,4,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,50,0,25,0,0,225,75,4179,4121,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
108,2,maas,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,46,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,3,1,1,1,1,3,5500,0,0,0,1,5,2,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,50,125,0,0,0,225,175,4077,4077,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
108,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,175,0,46,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,3,1,1,1,1,3,5500,0,0,0,1,5,2,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,50,125,0,0,0,225,175,4077,4077,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2
109,2,maas,2,1,1,0,2,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,1,1,1,1,3,725,0,1,0,0,3,0,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,15,150,25,25,0,75,0,290,4124,4124,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,2,current,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,290,1,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,1,1,1,1,3,725,0,1,0,0,3,0,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,15,150,25,25,0,75,0,290,4124,4124,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
